iba_label,iba_name,longitude,latitude,area_ha
NL013,Balgzand,4.7667,52.9167,6000
NL014,Frisian Wadden Sea coast,5.75,53.3333,9310
NL015,Lauwersmeer,6.2167,53.3667,7820
NL016,Groningen Wadden Sea coast,6.5667,53.4333,4600
NL017,Dollard,7.1333,53.2833,6400
NL018,North Sea north of the Wadden Sea,5,53.3333,187000
NL019,Zwanenwater,4.7,52.8167,600
NL020,Voordelta,3.5833,51.7167,107000
NL021,Westplaat,4.0333,51.9167,350
NL022,Voornes Duin,4.05,51.9,1500
NL023,Kwade Hoek,4,51.8333,430
NL024,Haringvliet,4.25,51.7667,10900
NL025,Hollands Diep,4.5,51.7,4300
NL026,Lake Volkerak,4.25,51.65,6450
NL027,Grevelingen,4,51.75,13900
NL028,Oosterschelde,3.9333,51.5833,36880
NL029,Zoommeer,4.2,51.5,1175
NL030,Markiezaat,4.2667,51.4667,2030
NL031,Lake Veersemeer,3.7333,51.5333,3010
NL032,Westerschelde and Saeftinghe,3.8333,51.3833,50800
NL033,Zwin (Dutch part),3.4167,51.3833,128
NL034,Lake IJsselmeer,5.45,52.75,109000
NL035,Makkumer-and Kooiwaard,5.3833,53.05,1740
NL036,Workumerwaard,5.4167,52.9833,1320
NL038,Lake Markermeer,5.25,52.5333,69700
NL039,Lake Ketelmeer,5.75,52.6,3900
NL040,Lake Zwartemeer,5.9667,52.6333,2180
NL041,Lake Drontermeer,5.85,52.5,640
NL042,Lake Veluwemeer,5.6667,52.3833,3390
NL043,Lake Wolderwijd,5.5833,52.35,2750
NL044,Lake Gooimeer,5.2,52.3167,2670
NL045,Lake Eemmeer,5.3167,52.2833,1340
NL048,Gelderse Poort,6.0333,51.8833,6460
NL049,Rijn: Heteren-Amerongen,5.6667,51.95,2480
NL050,Waal: Ewijk-Waardenburg,5.5333,51.9,5940
NL051,Biesbosch,4.8333,51.7667,9050
NL052,Lake Leekstermeer,6.4333,53.1833,1450
NL053,Lake Zuidlaardermeer and Onnerpolder,6.6833,53.1333,2100
NL054,Groote Wielen,5.8667,53.2167,600
NL055,Oude Venen,5.9167,53.1167,2500
NL056,De Deelen,5.9167,53.0333,1260
NL057,Van Oordt's Mersken,6.0833,53.05,670
NL058,Lake Sneekermeer and Goingarijp,5.7667,53.0167,1670
NL060,Lake Witte and Zwarte Brekken,5.6833,53,460
NL063,Rottige Meenthe and Brandemeer,5.9167,52.85,1920
NL064,De Weerribben,5.9167,52.7833,3470
NL065,De Wieden,6.05,52.7,9400
NL068,Eilandspolder,4.85,52.5667,2040
NL070,Wormer-and Jisperveld,4.8333,52.5167,1940
NL071,Ilperveld,4.9333,52.45,1960
NL072,Oostzanerveld,4.8667,52.45,750
NL073,Oostelijke Vechtplassen,5.0833,52.2167,7040
NL074,Naardermeer,5.1167,52.3,1120
NL075,Polder Arkemheen,5.4333,52.2333,1460
NL076,Nieuwkoopse Plassen,4.7833,52.15,2000
NL077,Reeuwijkse Plassen,4.7833,52.05,1650
NL078,Zouweboezem,5,51.95,140
NL079,Donkse Laagten,4.8,51.9,180
NL080,Banks of River Linge,5.0667,51.8667,610
NL082,Fochteloërveen and Lake Esmeer,6.4,53.0167,3830
NL083,Dwingelderveld,6.3833,52.8167,3800
NL084,Bargerveen,7.0333,52.6833,2200
NL085,Engbertsdijksvenen,6.6667,52.4833,1030
NL086,Mariapeel and Deurnesepeel,5.9,51.4167,2560
NL087,Groote Peel,5.8167,51.3333,1350
NL088,Strabrechtse Heide and Beuven,5.6333,51.3833,1630
NL089,De Wilck,4.55,52.1167,770
NL090,Zwarte Water and Overijsselse Vecht,6.0833,52.6167,1480
NL091,Oudeland van Strijen,4.5167,51.7667,1070
NL092,Dunes of Schoorl,4.6667,52.7,2500
NL093,Drents-Friese Wold,6.3333,52.9,7100
NL094,Veluwe,5.8333,52.1667,91800
NL095,Sallandse Heuvelrug,6.4167,52.3333,4100
NL096,Loonse and Drunense Duinen,5.1,51.65,4090
NL097,Regte Heide,5.0333,51.5167,410
NL098,Oirschotse Heide,5.35,51.4833,1190
NL099,De Hamert/Bergerbossen,6.1667,51.5167,4030
NL100,De Utrecht,5.1333,51.4333,3870
NL101,Weerter-and Budelerbergen,5.6333,51.2667,2890
NL102,Leudal,5.9167,51.25,720
NL103,Leenderbos and Groote Heide,5.5,51.3333,2270
NL104,Meinweg,6.1333,51.1667,1990
NL105,Brabantse Wal,4.3667,51.4333,5800
NL106,Kampina,5.2667,51.5667,1150
NL107,IJssel: IJsselkop-Ketelmeer,6.1333,52.4,11780
NO002,Neiden and Munkefjord,29.5833,69.6667,1180
NO003,Varangerfjord,29.8667,70.2,60000
NO004,Hornøy and Reinøy,31.1667,70.4,200
NO005,Makkaurhalvøya (Syltefjordstauran),30.5,70.5833,11600
NO006,Kongsøy,29.5,70.7333,280
NO007,Tanamunningen,28.45,70.5,3450
NO008,Omgangsstauran,28.5,70.9167,780
NO010,Gjesværstappan,25.3333,71.1667,720
NO013,Alta-Kautokeino watercourse,23.6167,69.55,30000
NO014,Loppa,21.4,70.3667,720
NO017,Sørkjosen,19.25,69.25,433
NO019,Skogvoll (including Skarvklakken),15.6833,69.1667,2800
NO020,Andøya,16,69.1667,17000
NO022,Langøya,15.4167,68.75,20000
NO023,Nykvåg,14.45,68.7667,20
NO024,Værøy,12.75,67.75,500
NO025,Røst,12,67.5,1750
NO026,Saltstraumen,14.5667,67.25,200
NO028,Svenningen-Risvær,12.5,66.3167,15000
NO030,Vega archipelago,11.75,65.8167,50000
NO031,Sklinna,11,65.2,106
NO032,Froan,8.6667,63.8333,60000
NO033,Ørland wetland system,9.5833,63.7,2920
NO034,Inner Trondheimsfjord wetland system,11.4167,63.8333,9500
NO036,Stjørdals Fjord,10.8333,63.4667,2500
NO037,Gaulosen,10.2167,63.3333,330
NO038,Havmyran,8.6667,63.5,3960
NO039,Smøla archipelago,8,63.3167,27400
NO040,Runde,5.6,62.4,640
NO041,Dovrefjell,9.45,62.3167,50000
NO042,Hardangervidda,7.6167,60.2,427200
NO043,Kjørholmane seabird reserve,5.4167,58.8833,600
NO044,Jæren wetland system,5.5667,58.8167,13500
NO045,Lista wetland system,6.6667,58.0833,1189
NO046,Skjernøy,7.55,57.9667,100
NO047,Setesdal valley (southern part),7.7833,58.5,30000
NO048,Lake Vannsjø,10.8333,59.6667,15000
NO049,Aukerfjella,11.5667,59,30000
NO050,Nordre Øyeren and Sørumsneset,11.15,59.8833,7504
NO051,Vorma-Andelva,11.2333,60.35,40
PL001,Delta of the Swina river,14.3333,53.8333,4000
PL002,Szczecin lagoon,14.4667,53.7667,48000
PL003,Rozwarowo marshes,14.75,53.8667,1600
PL004,Swidwie lake,14.3667,53.55,900
PL005,Weltyn lakes,14.5833,53.25,4600
PL006,Lower Odra river valley,14.35,53.1167,75000
PL007,Miedwie lake,14.8667,53.2667,3200
PL008,Insk Landscape Park,15.5,53.4,17763
PL009,Slowinski National Park,17.2667,54.6833,18247
PL010,Slupia Valley Landscape Park,17.3167,54.3,37040
PL011,Middle part of Tuchola forest,17.5333,53.8333,38815
PL012,Puck Bay,18.6167,54.5667,56000
PL013,Wisla river mouth,18.95,54.35,485
PL014,Wisla lagoon,19.4833,54.3167,33000
PL015,Druzno lake,19.45,54.0667,3021
PL016,Ilawa forests,19.55,53.7167,25279
PL017,Dymerskie meadows,21,53.7667,300
PL018,Napiwodzko-Ramucka forest,20.75,53.5333,65000
PL019,Oswin lake,21.5833,54.3,2500
PL020,Borecka forest,22.1333,54.1167,22000
PL021,Luknajno lake,21.6333,53.8167,710
PL022,Nietlickie marshes,21.8,53.8667,1200
PL023,Pisz forest,21.4833,53.65,163000
PL024,Augustów forest,23.2667,53.9,102000
PL025,Biebrza river valley,22.8333,53.5,126047
PL026,Narew river gaps,22.1833,53.1167,4200
PL027,Marshy valley of the Narew river,22.8667,53.0833,9332
PL028,Knyszyn forest,23.3333,53.25,110000
PL029,Gródek-Michalowo basin,23.6667,53.0667,4700
PL030,Upper Narew river valley,23.4167,52.9167,8400
PL031,Bialowieza Forest,23.7167,52.7667,62500
PL032,Warta flood-plain-Slonsk,14.7167,52.5667,4244
PL033,Notec river flood-plain,16.4167,52.9667,10000
PL034,Obra river flood-plain,16.3667,52.0833,16000
PL035,Woniesc reservoir,16.7333,51.9833,900
PL036,Middle Warta river valley,18.1667,52.2,32000
PL037,Ostrówek and Smogulec ponds,17.3333,53.0833,1000
PL038,Slesin and Wystep ponds,17.7,53.1333,3200
PL039,Lower Wisla river,18.4167,53.3833,32000
PL040,Marshy valley of the Drweca river,19.5667,53.2833,3400
PL041,Goplo Millenium Park,18.4167,52.6,12700
PL042,Rakutowskie swamps,19.2333,52.5167,800
PL043,Ner river valley,19.0667,52.0667,4800
PL044,Jeziorsko reservoir,18.6833,51.7833,4300
PL045,Kampinos forest,20.5833,52.3333,35700
PL046,Middle Wisla river valley,20.6167,52.05,19000
PL047,Zegrzynski reservoir,21.05,52.5167,12000
PL048,Omulew river valley,21.3333,53.2,6000
PL049,Biala forest,21.75,52.6667,120000
PL050,Liwiec river valley,21.9833,52.3333,11800
PL051,Lower Bug river valley,22.35,52.3167,55000
PL052,Przemków ponds,15.8167,51.5667,1046
PL053,Odra riverine forests,16.45,51.4167,18000
PL054,Barycz river valley,17.4167,51.5333,25700
PL055,Slup reservoir,16.1333,51.0833,500
PL056,Mietków reservoir,16.6167,50.9667,920
PL057,Oak-hornbeam forests in the Odra valley,17.4833,50.8667,31000
PL058,Turawa reservoir,18.1167,50.7333,2200
PL059,Otmuchów reservoir,17.1167,50.4667,2300
PL060,Nysa reservoir,17.25,50.45,3000
PL061,Upper Wisla river valley,19.1833,49.95,130000
PL062,Middle Nida flood-plain,20.5,50.5667,2000
PL063,Malopolska Wisla river gap,21.8333,51.2167,1300
PL064,Tysmienica river valley,22.8167,51.6,14500
PL066,Bubnów marshes,23.2833,51.3667,2104
PL067,Middle Bug river valley,23.6333,51.3333,5100
PL068,Chelm calcareous marshes,23.6167,51.1667,1700
PL069,Strzeleckie forests,23.8833,50.9667,8500
PL070,Niepolomice forest,20.3333,50.0667,11000
PL071,Gorce mountains,20.1667,49.5167,7030
PL072,Tatra mountains,19.9167,49.25,21164
PL073,Janów forests,22.25,50.6667,50000
PL074,Solska Forest Landscape Park,23.1333,50.3833,28980
PL075,Przemysl Plateau Landscape Park,22.5,49.7167,62000
PL076,Starzawa ponds,23,49.8667,950
PL077,Bieszczady mountains,22.5,49.1667,114000
PL078,Pasleki river valley,20.05,54.0166,20000
PL079,Slupsk bank,16.75,54.95,63600
PL080,Central Polish coastal waters,18.2833,54.8166,272500
PT002,Gerês mountains,-8.1333,41.8666,62922
PT003,Montesinho and Nogueira mountains,-6.8666,41.85,108094
PT004,Sabôr and Maçãs,-6.65,41.5166,50674
PT006,Côa valley,-7.0666,40.8833,23727
PT008,Malcata mountains,-7.0333,40.25,16361
PT012,Serra de Penha Garcia e Campina de Toul,-6.95,40.0166,15733
PT013,Upper River Tejo,-7.25,39.7166,25764
PT015,Paul do Boquilobo,-8.5333,39.3666,432
PT016,Cabeção,-8.0166,39.1,48606
PT018,Monforte plains,-7.5,39.0666,1593
PT019,Campo Maior,-7,38.9833,9575
PT020,Vila Fernando,-7.35,38.9,8166
PT021,Tejo estuary,-8.9333,38.8167,45071
PT023,Sado estuary,-8.7167,38.45,24633
PT025,Évora plains,-7.8833,38.4833,53134
PT026,Cuba,-7.2,39.0333,5049
PT027,Mourão,-7.1666,38.1333,80564
PT029,Castro Verde plains,-8,37.75,83579
PT030,River Guadiana,-7.65,37.7,76578
PT033,Ria Formosa (Faro lagoon),-7.8166,37.0166,23296
PT034,Castro Marim,-7.4333,37.2,2147
PT038,Estrela Mountains,-7.55,40.4166,99870
PT044,Arraiolos,-8,38.7833,12982
PT045,Albufeira do Caia,-7.2,39.0333,8985
PT046,Reguengos de Monsaraz,-7.5,38.35,8141
PT048,Luzianes,-7.8833,38.1,33021
PT049,Serras do Alvão e Marão,-7.8166,41.35,58788
RO001,Danube Delta and Razelm-Sinoe complex,29.2,44.9333,442000
RO006,Lake Tasaul,28.5667,44.35,1830
RO007,Lake Siutghiol,28.6,44.2667,2000
RO011,Odobesti hill,26.9167,45.8333,12000
RO012,Bârnova-Repedea woodland,27.5,47.05,15000
RO014,Vladeni fish-ponds,27.3333,47.4667,1200
RO019,Zau de Câmpie-Taureni fish-ponds,24.15,46.6333,520
RO020,Fizes valley,24.1,46.8833,450
RO025,Cefa fish-ponds and Radvani wood,21.6833,46.9167,1000
RO026,Lunca wood,21.5833,46.6333,174
RO027,Socodor wood,21.4333,46.55,500
RO028,Mures river flood-plain: Arad-Pecica-Ce,21.0833,46.15,12000
RO029,Satchinez marsh,21.0667,45.9667,236
RO030,Murani lake and Pischia forest,21.3333,45.9167,1500
RO031,Domogled mountain,22.4333,44.8667,2382
RO032,Portile de Fier reservoir,22.2,44.5667,32000
RO034,Mehedinti fish-ponds-Gruia,22.6833,44.2667,200
RO036,Lake Dunareni-Bistret,23.6,43.85,1936
RO039,Ciocanesti fish-farm,27.0333,44.1833,300
RO040,Lake Strachina,27.6,44.6667,1050
RU001,Nemanski forest,22.3333,55.0166,21200
RU002,Neman river Delta and the coast of the,21.2333,54.9333,41000
RU003,Ainov islands,31.5833,69.8333,290
RU004,Seven islands,37.5,68.75,650
RU007,Middle reaches of the River Ponoy (Zaka,37.6666,67.25,98600
RU008,Lapland Biosphere Reserve,32,67.9166,278436
RU009,Kandalaksha Bay,30.1333,66.7666,208000
RU010,Gavrilovski archipelago,36,69.1666,1595
RU012,Lakes of northern Karelia,33,66,1000000
RU013,Kivach Nature Reserve,34,62.2166,10880
RU014,Olonets plain,32.9166,60.9333,18000
RU016,Zaonezh'ye,35.1166,62.2333,330000
RU018,Onega Bay of White Sea,35.5,64.5,200000
RU019,Pinezhski Nature Reserve,43.3333,64.6666,51480
RU020,Solovetski archipelago,35.75,65.0833,34700
RU021,Torna - Shoina watershed,44.25,68,15000
RU022,Delta of River Severnaya Dvina,40.3333,64.5,130000
RU023,Lake Lacha,38.5833,61.3333,53500
RU024,Kenozer'ye,38.1166,61.9166,180000
RU027,Kargopol' area,38.9167,61.8333,175000
RU028,Vodlozero,38.9166,62.5833,200000
RU030,Vaygach island,59.5,70,340000
RU031,Varandeyskaya Lapta peninsula,59,68.8166,350000
RU034,Kanin peninsula,44.6666,66.6666,500000
RU036,Russki Zavorot Peninsula,53.5,68.5833,299000
RU038,Pechoro-Ilychski Nature Reserve,59,62.5,705500
RU039,Yugyd Va,58.6666,64.5,1891701
RU040,Valley of Sysola river,50.6,61.2,110000
RU041,Kilpola Island and adjoining waters,29.9166,61.2,30000
RU042,Mouth of Svir river,32.9666,60.6166,65000
RU043,Rakovye lakes,29.4166,60.6333,9700
RU044,Berezovye islands of Vyborg Bay,29,60.3,33600
RU045,Koporski Bay,28.75,59.7833,6000
RU046,Lake Vyalye and adjoining marshes,30.1666,59.1666,75100
RU047,Narva reservoir,28.25,59.2833,6500
RU048,Kurgalski Peninsula,28.15,59.6333,40000
RU049,Swans area (southern shore of Finski Ba,29.25,60,6400
RU050,Chudsko-Pskovski Lake and adjacent area,27.8166,58.5,251400
RU051,Lake Ilmen' and adjoining marshy plain,31.75,58.25,250000
RU052,Pereluchski Nature Reserve,34.6,58.2166,6425
RU053,Flood-plain of Volkhov river,31.8333,59.1666,17650
RU055,Sources of the River Luga,30.9,58.8833,49600
RU057,Siz'menski flood-plain of Sheksna reser,38.5,59.3333,60000
RU058,Rybinsk reservoir,38,58.5833,455000
RU060,Central Forest Biosphere Reserve and ad,32.75,56.55,63680
RU061,Sources of Osuga river,33.75,56.0833,5100
RU063,Stakhovski marshes,32.6666,56.0333,10296
RU064,Upper Mologa river (Verestovo lake),36.5,57.8333,17000
RU065,Savtsinskoye marsh,37.1666,57.5,4569
RU066,Orshinski marshes,36.5,57,43200
RU067,Flood-plain of Kotorosl' and Ust'e rive,39.6666,57.25,4200
RU068,Flood-plain of Kostroma river,40.75,57.9166,55125
RU069,Smolenskoye Pohozer'ye,32,55.5,146161
RU070,Faustovo flood-plains of Moscow river,38.5,55.4,9000
RU072,Lotoshino crane gathering,35.5,56.3,28200
RU073,Danilovskoye marshes,38.7833,55.7,400
RU074,Dedinivo flood-plain of Oka river,39.3,55.1666,23120
RU075,Zavidovo Nature Reserve,36.1,56.3666,133800
RU076,Central Meshchera lake-system,40.1666,55.25,92700
RU077,Nerussa - Desna woodland,34.1666,52.4833,250000
RU080,Kletnyanski forest,32.8833,53.2166,38100
RU084,Oka River Valley Biosphere Reserve,40.75,54.75,55731
RU085,Valley complex of Moksha and Oka rivers,41.75,54.8333,22400
RU086,Shilovo flood-plain of Oka river,40.75,54.3333,22000
RU087,Izhevsk flood-plain of Oka river,41,54.6666,30000
RU088,Solotcha flood-plain of Oka river,39.75,54.8333,12000
RU089,Oka valley in vicinity of Murmino,40,54.5833,8400
RU093,Upper Voronezh Forest,40.0833,53,92800
RU094,Watershed of Bityug and Tsna rivers,41.25,52.1666,80000
RU095,Zavoronezhski area,40.3333,52.7333,48000
RU097,Tsninski Forest,41.75,53,100000
RU099,Mordovian P. G. Smidovich Nature Reserv,43.3333,54.8,32148
RU104,Moksha flood-plain in vicinity of Krasn,43.8333,54.3833,50000
RU113,Khoper Nature Reserve,42,50.7,16178
RU114,Flood-plain of Khoper river near Lake I,42.5,51.3333,4000
RU115,Khrenovskoy forest,40.3333,51.4166,35000
RU117,Voronezhski Nature Reserve,39.5,51.9166,31053
RU118,Vorono-Khoperski area,42.5833,51.6666,22000
RU125,Akhtubinsk wetland,45,48.5833,138000
RU126,Vicinity of Borisoglebovka (Saratovski,46.75,51,35000
RU135,Algaiski,48.5666,50.1333,13000
RU136,Khvalynski National Park,48,52.4166,25514
RU141,Delta of the River Don,39.4166,47.1666,53800
RU143,Islands in the western part of Lake Man,42.55,46.5,19200
RU150,Salt-lakes in the Primorsko-Akhtarsk ar,38.1666,46,40000
RU156,Khanskoye Lake,38.4166,46.5,8000
RU157,Yeyski salt-lakes,38.3333,46.75,24000
RU159,Kalininski Plavny,38.5,45.4166,3000
RU160,Mouth of Yeya river,38.75,46.6666,9600
RU172,Kizlyar Bay,46.75,44.5,50000
RU179,Volga Delta,48.5,46,1150000
RU180,Western Ilmen area,47.5,46,590000
RU183,Flood-plain of River Vetluga,45.1666,57.5,52139
RU184,Kamsko-Bakaldinskiye marshes,45.0833,56.25,315985
RU186,Gorki reservoir,43.2166,57.5,72100
RU187,Flood-plain of Algashka river,46.5,55.5,400
RU188,Sura environs,46.5333,55.05,44000
RU191,Bulgarski,49.1666,55,25000
RU197,Buzulukski forest,52,53,111210
RU200,Kumikushski wetland,55.25,60.3333,80000
RU209,Bel'skaya flood-plain,55.75,55.0833,42800
RU219,Curonian (Courish) Bay,21.2166,55.2,4300
RU221,Seskar island,28.3333,60.25,4300
RU222,South coast of the Neva bay,29.8333,59.9167,2300
RU223,North-western subburbs of St.-Petersbur,30.2167,59.9833,2700
RU224,Dolgy Reef and Bol'shoi Fiskar Archipel,27.8333,60.4167,410
RU225,Vyborgsky Bay,28.6667,60.6667,6700
RU227,Petrocrepost Bay,31.2667,59.9167,49200
RU228,Burnaya River Mouth,30.5333,60.6667,10800
RU230,Sestroretsky Razliv,30.0167,60.1,3500
RU232,Sondugski Zakaznik and surroundings,42.1333,60.1,35500
RU234,Vicinity of the Vogea lake and Charonda,39,60.5,1000000
RU235,West bank of Beloye lake,37.0833,60.1667,70000
RU237,Varegovskoye boloto,39.2166,57.7166,3000
RU239,Flood-plain of Yukhot' river,38.55,57.7333,1000
RU240,Dunilovskoye bog,38.8666,57.7666,4000
RU241,Morkushskoye reservoir,40.1667,57.1667,5000
RU242,Klyazminski zakaznik,41.75,56.5,21000
RU244,Valley of Zhizdra river,35.9166,54.1666,13500
RU246,Sarpinskaya lake-system,45.25,47.5,450000
RU251,Yashaltinskiye Lakes,42.4166,46.3333,20000
RU253,Ostrovnoi zakaznik,41.9166,47.5833,7500
RU264,Mining ponds in Volodarski and Balakhni,43.45,56.3833,39100
RU268,Krasnokamski forest,54.1667,56.1667,15000
RU270,Unskaya bay,38.25,64.75,40000
RU271,Kuloy river,43.75,65.4166,150000
RU277,Bryansko-Zhizdrinskoye woodland,35.1666,53.5,49600
RU279,Sokolino-Kasplyanskaya area,31.7,55.0833,16500
RU283,Tsimlyanskiye sands,42.6666,48,150000
RU292,Samarskaya Luka,53.3166,49.6666,127186
RU295,Southern coast of Ladoga Lake,32.0667,60.1667,68000
RU296,Fish ponds in the vicinity of Kovashi a,29.25,59.9167,2200
RU297,Ivinski flood-plain (Verkhnesvirskoye r,34.9167,61.1333,31500
RU298,Vyshtynetski Forest (Less),22.5833,54.4167,31200
RU301,Polesski Forest (Les),21.4167,54.8333,44800
RU302,Rakhinskiy forest,43.3333,50.0833,1400
RU310,South-western suburbs of St.-Petersburg,30.3833,59.7667,3900
RU321,Zelau bog system,20.9167,54.55,12600
RU323,Zolotarevskaya,46.45,49.7666,62000
SE002,Påkketan,20.3667,68.0833,24000
SE003,Lake Laidaure,17.75,67.1167,2000
SE004,Sjaunja,19.8167,67.2833,208000
SE005,Lake Tjålmejaure-Laisdalen valley,16.25,66.3,22200
SE006,Lake Persöfjärden,22.1167,65.7667,3350
SE007,Lake Gammelstadsviken,22,65.6167,440
SE008,Skvolpen island,22.5,65.3333,2500
SE009,Vindelfjällen mountains (including Lake,15.9667,65.9,550000
SE010,River Umeälven delta,20.3167,63.75,1500
SE011,Holmöarna archipelago,20.8936,63.7023,25000
SE012,Bonden island,20.05,63.4333,5
SE013,Gnäggen island,18.6167,62.95,4
SE014,Lake Ånnsjön-Storlien,12.55,63.2667,90000
SE015,River Dalälven-Hovran,16.05,60.3,5030
SE016,River Svartån,16.35,59.8833,1870
SE018,Båtfors-Bredfors,17.1667,60.35,2700
SE019,Ledskär-Karlholm bay,17.7003,60.5215,4600
SE022,Florarna,17.8333,60.3,16500
SE023,Lake Hjälstaviken,17.3667,59.6667,820
SE024,Gräsö archipelago,18.5,60.3333,18000
SE025,Dannemora,17.8833,60.2,11500
SE026,Tarnan-Riala forest,18.4167,59.5833,7500
SE027,Outer Stockholm archipelago,19.3333,59.4167,9100
SE028,Lake Östra Styran,17.8333,59,117
SE029,Hanveden-Hemfosa,18,59.0833,3500
SE030,Sandemar,18.3667,59.1333,1700
SE031,Lake Tysslingen,15.0333,59.3,600
SE033,Kvismaren,15.3667,59.1667,800
SE034,Lake Storhjälmaren,15.8333,59.3,600
SE035,Bay of Kilsviken,14.0667,59.05,8910
SE037,Bay of Svensksundsviken,16.4166,58.5833,3300
SE038,Dannskär-Örskär islands,16.9,58.4167,95
SE039,St Anna archipelago,17,58.3667,5690
SE040,Dättern-Södra Brandfjorden,12.5833,58.3833,3320
SE041,Lake Östen,13.9,58.5667,1020
SE042,Lake Hornborgasjön,13.55,58.3167,6350
SE043,Stigfjorden fjord,11.6167,58.0667,8500
SE045,Bay of Kungsbackafjorden,12.1,57.4,4000
SE046,Lake Ralången,14.85,57.85,54
SE049,Karlsö islands,18.0167,57.2833,4570
SE050,Coastal areas around Gotland island,18.95,57.4,152500
SE052,Getterön,12.2167,57.1167,355
SE053,Lake Åsnen,14.7,56.6667,13500
SE054,Coastal areas around Öland island,16.75,56.6667,10190
SE055,Ottenby,16.4,56.2,1610
SE057,Bay of Skälderviken,12.729,56.2328,1370
SE059,Bay of Lundåkrabukten,12.8333,55.8667,20000
SE060,Bay of Lommabukten,13.0063,55.6881,5600
SE061,Falsterbo-Bay of Foteviken,12.9167,55.4167,20000
SE062,River Klingavälsån-Lake Krankesjön,13.6167,55.6167,3975
SE063,River Helgeån,14.15,56.0167,5300
SE064,Torö - Muskö,17.9666,58.9166,40100
SE065,Hoburgs Bank,18.15,56.8666,157900
SE066,Northern Midsjö Bank,17.3666,56.2,85760
SE067,Southern Midsjö Bank,17.3833,55.7666,81430
SE068,Oskarshamn,16.5,57.25,9700
SE069,Skägenäs - Mönsterås,16.4666,56.9,13400
SE070,Kalmar - Skäggenäs,16.3666,56.7,9600
SE071,Ystad - Hörte,13.6166,55.3833,9160
SE073,Blekinge Archipelago,15.15,56.1333,59300
SI002,Nanoscica river basin,14.1667,45.7833,1425
SI003,Karst,13.9167,45.6667,58000
SI004,Secovlje saltworks,13.65,45.5,850
SI005,Reka valley,14.25,45.55,1700
SI006,Ljubljansko moor,14.4333,46.0333,14560
SI008,Lake Cerknica,14.3833,45.75,3500
SI009,Krakovski forest,15.4,45.8833,4000
SI010,Ribnica valley,14.7333,45.7167,3980
SI012,River Drava from Maribor to Sredisce,15.9167,46.4167,8300
SI013,River Mura,16.1667,46.5833,14060
SI014,Goricko,16.1667,46.7833,45500
SK002,Malé Karpaty,17.3833,48.5333,76600
SK003,Syslovské fields,17.1,48.0333,3860
SK004,Slnava,17.8333,48.55,690
SK005,Povazský Inovec,18,48.7,47210
SK006,Tríbec,18.25,48.4667,27590
SK007,River Danube flood-plain,18,47.75,22040
SK010,Burda,18.7833,47.8333,2700
SK012,Oravská basin,19.6333,49.4,16745
SK013,Malá Fatra,18.8833,49.1667,70500
SK014,Velká Fatra,19.0833,48.9167,60610
SK015,Chocské hills,19.35,49.15,25818
SK016,Tatry,19.95,49.1833,98420
SK017,Nízke Tatry,19.7,48.9167,183000
SK018,Polana,19.4833,48.6333,28930
SK020,River Ipel flood-plain,19.4667,48.1,7715
SK022,Spisská Magura,20.45,49.3333,39860
SK023,Levocské hills,20.6667,49.1333,71400
SK024,Volovské hills,20.75,48.8,140000
SK025,Slovenský karst,20.6333,48.5833,50230
SK026,Slanské hills,21.5333,48.7833,70500
SK028,Vihorlatské hills,22.1667,48.8667,74630
SK030,Senné,22.0833,48.7,1440
SK031,River Latorica flood-plain,22,48.4333,15620
SK032,Streda nad Bodrogom,21.75,48.5,2
TR001,Meric delta,26.2333,40.7833,7000
TR003,Büyükçekmece lake,28.5667,41.05,2850
TR004,Küçükçekmece lake,28.75,41,1500
TR005,Bosphorus,29.0833,41.1667,55000
TR006,Sile islands,29.6,41.1833,5
TR008,Uludag,29.2167,40.0667,20000
TR009,Uluabat lake,28.5833,40.1667,13500
TR010,Kus lake,27.9667,40.1833,16000
TR012,Foça islands,26.7167,38.7,134
TR014,Demirkopru reservoir,28.3833,38.6833,5060
TR016,Gediz delta,26.9167,38.5,20400
TR018,Küçük Menderes delta,27.3,37.9833,1500
TR021,Bafa lake,27.4333,37.5,12281
TR022,Büyük Menderes delta,27.2,37.5667,9800
TR030,Burdur lake,30.1833,37.7333,25000
TR034,Çavusçu lake,31.8833,38.35,1200
TR042,Kizilcahamam forests,32.55,40.4667,9500
TR059,Akkus island,37.7833,41.1167,2
TR060,North-east Turkey,41.1667,40.8333,1230000
TR066,Esmekaya marshes,33.4667,38.25,11250
TR072,Tuz lake,33.3833,38.75,608000
TR073,Göksu delta,33.9667,36.3,14480
TR077,Akyatan lake,35.2667,36.6167,14000
TR079,Yumurtalik lagoons,35.6833,36.7333,16430
TR082,Erzurum plain,41.3,39.9833,3300
TR098,Saros bay,26.85,40.6166,1000
TR099,Terkos lake,28.5333,41.3166,5850
TR101,Marmara Islands,27.5,40.53,30000
TR119,Akyay Plain,32.5,37.9,10500
TR121,Giresun Island,38.37,40.9,5
UA001,Shats'ki lakes,23.8167,51.55,32850
UA003,Orikhivski lake-system,24.7667,51.8667,3000
UA004,Turiya river valley,24.8333,51.7167,7900
UA005,Pryp'yat' river valley,25.3833,51.8667,12500
UA011,Novograd-Volunskoe Game Reserve,27.8333,50.8333,70730
UA013,Radomyshl's'ke Game Reserve,29.4333,50.5333,28400
UA015,Kyivs'ke reservoir,30.4,51.15,102400
